5,1,25.345,25.3643,2,26.625,25.9402,3,26.975,33.183,0,8.40287e+09,
7,1,25.565,25.4897,2,24.915,25.6109,3,29.125,33.2803,0,8.40574e+09,
8,1,25.385,25.5503,2,26.855,25.5224,3,31.455,33.2772,0,8.40863e+09,
9,1,25.55,25.5492,2,24.815,25.4877,3,32.38,33.1475,0,8.41158e+09,
11,1,25.565,25.6086,2,25.405,25.4589,3,32.4,33.0848,0,8.4143e+09,
12,1,25.59,25.6138,2,26.125,25.6673,3,33.675,33.134,0,8.4171e+09,
14,1,25.605,25.6495,2,25.115,25.7321,3,30.975,33.2697,0,8.41986e+09,
15,1,25.615,25.6458,2,26.215,25.5947,3,31.585,33.3251,0,8.42247e+09,
17,1,25.63,25.7224,2,24.275,25.4797,3,31.635,33.3159,0,8.42524e+09,
18,1,25.645,25.811,2,24.895,25.5262,3,32.125,33.3345,0,8.42799e+09,
20,1,25.765,25.9645,2,25.52,25.5311,3,32.2,33.4217,0,8.43075e+09,
21,1,25.835,26.0884,2,25.525,25.5656,3,32.22,33.5262,0,8.43349e+09,
22,1,25.865,26.0091,2,23.745,25.3185,3,32.695,33.6332,0,8.43629e+09,
24,1,26.175,25.9219,2,25.025,25.0081,3,34.2,33.8477,0,8.4391e+09,
26,1,25.925,25.7784,2,25.185,25.8281,3,33.235,33.8094,0,8.44188e+09,
27,1,25.9,25.7852,2,25.675,25.8202,3,34.875,33.9136,0,8.44467e+09,
29,1,25.865,25.7558,2,25.82,25.7149,3,33.545,33.8963,0,8.44752e+09,
30,1,25.755,25.7369,2,25.715,25.7244,3,34.355,33.8906,0,8.45019e+09,
32,1,25.75,25.7812,2,25.72,25.7255,3,34.235,33.7474,0,8.45249e+09,
34,1,25.755,25.722,2,25.72,24.6327,3,31.495,33.586,0,8.45535e+09,
36,1,25.735,25.6574,2,25.695,24.9313,3,32.34,33.538,0,8.45799e+09,
39,1,25.715,25.5925,2,25.395,24.656,3,32.36,33.7425,0,8.46089e+09,
41,1,25.595,25.4834,2,25.255,24.254,3,32.36,33.9338,0,8.46323e+09,
43,1,25.57,25.278,2,24.765,24.0127,3,33.615,33.8551,0,8.46582e+09,
46,1,25.325,25.2632,2,24.095,23.7738,3,34.055,33.8856,0,8.46863e+09,
48,1,25.29,25.3266,2,24.045,23.3056,3,32.7,33.9382,0,8.47104e+09,
50,1,25.31,25.3315,2,23.745,23.9126,3,33.605,33.9782,0,8.47303e+09,
52,1,25.325,25.4033,2,23.72,23.5975,3,33.675,33.9297,0,8.47574e+09,
54,1,25.385,25.4411,2,23.595,23.7989,3,35.52,33.8798,0,8.47854e+09,
56,1,25.42,25.4976,2,23.785,23.434,3,34.045,33.9283,0,8.48136e+09,
58,1,25.455,25.5141,2,23.775,23.6509,3,33.735,33.9834,0,8.48394e+09,
60,1,25.5,25.6988,2,23.795,23.9485,3,33.925,33.9313,0,8.48676e+09,
63,1,25.575,25.6671,2,23.875,23.9865,3,34.13,34.0829,0,8.48969e+09,
65,1,25.645,25.682,2,23.975,24.4679,3,34.095,34.37,0,8.49267e+09,
68,1,25.67,25.8009,2,23.99,25.1762,3,34.125,34.7353,0,8.49542e+09,
70,1,25.79,26.0325,2,24.465,24.7158,3,34.535,34.9826,0,8.49831e+09,
73,1,26.025,26.2761,2,24.515,24.9787,3,34.575,35.0355,0,8.50123e+09,
75,1,26.26,26.3463,2,24.605,24.7763,3,34.6,34.8425,0,8.50408e+09,
78,1,26.3,26.3765,2,24.685,24.7407,3,34.615,34.6234,0,8.50695e+09,
80,1,26.355,26.4323,2,24.655,24.2061,3,34.615,34.6971,0,8.5099e+09,
82,1,26.375,26.3858,2,24.515,24.1886,3,34.63,34.9106,0,8.51282e+09,
85,1,26.355,26.2748,2,24.315,23.9904,3,34.895,35.3413,0,8.51597e+09,
88,1,26.29,26.4109,2,24.28,24.023,3,35.105,35.2793,0,8.51911e+09,
90,1,26.395,26.5447,2,24.085,23.8213,3,35.155,35.3271,0,8.52246e+09,
92,1,26.43,26.7572,2,24.025,24.0099,3,35.185,35.1516,0,8.52544e+09,
95,1,26.75,27.034,2,24.645,24.9116,3,35.165,34.9128,0,8.52614e+09,
98,1,27.01,27.167,2,24.725,24.7433,3,35.145,34.9786,0,8.52927e+09,
101,1,27.145,27.3966,2,24.74,25.0642,3,35.045,34.9771,0,8.53245e+09,
104,1,27.365,27.6931,2,24.75,24.8312,3,35.01,35.1139,0,8.53545e+09,
106,1,27.685,27.7556,2,24.725,24.7517,3,35.03,35.0827,0,8.53858e+09,
109,1,27.695,27.7079,2,24.44,24.6663,3,35.03,35.0542,0,8.54177e+09,
111,1,27.685,27.5264,2,24.465,24.5252,3,35.035,34.9846,0,8.54376e+09,
