5,1,25.345,25.3643,2,26.625,25.9402,3,26.975,33.183,0,8.40287e+09,
7,1,25.565,25.4897,2,24.915,25.6109,3,29.125,33.2803,0,8.40574e+09,
8,1,25.385,25.5503,2,26.855,25.5224,3,31.455,33.2772,0,8.40863e+09,
10,1,25.55,25.5885,2,24.815,25.3813,3,32.38,33.1015,0,8.41157e+09,
12,1,25.565,25.6138,2,25.38,25.6673,3,32.4,33.134,0,8.41431e+09,
15,1,25.685,25.6458,2,26.475,25.5947,3,34.695,33.3251,0,8.41711e+09,
20,1,25.895,25.9645,2,24.385,25.5311,3,33.39,33.4217,0,8.41996e+09,
23,1,25.94,25.9878,2,24.985,25.1946,3,33.42,33.8,0,8.42265e+09,
27,1,25.635,25.7852,2,26.385,25.8202,3,35.245,33.9136,0,8.42555e+09,
29,1,25.735,25.7558,2,25.955,25.7149,3,32.5,33.8963,0,8.42832e+09,
31,1,25.75,25.757,2,24.825,26.0386,3,33.885,33.8231,0,8.43095e+09,
33,1,25.75,25.7752,2,25.025,25.2821,3,32.035,33.6516,0,8.43375e+09,
34,1,25.76,25.722,2,25.215,24.6327,3,33.295,33.586,0,8.43639e+09,
37,1,25.735,25.6363,2,25.165,24.9497,3,33.605,33.5728,0,8.43922e+09,
39,1,25.705,25.5925,2,25.025,24.656,3,34.18,33.7425,0,8.44193e+09,
42,1,25.595,25.4055,2,24.845,24.227,3,33.965,33.9001,0,8.44501e+09,
44,1,25.385,25.2063,2,24.465,23.6158,3,33.935,33.8726,0,8.44768e+09,
47,1,25.34,25.295,2,24.255,23.468,3,33.915,33.8808,0,8.45047e+09,
50,1,25.305,25.3315,2,23.975,23.9126,3,33.93,33.9782,0,8.45324e+09,
53,1,25.325,25.4055,2,23.915,23.774,3,33.93,33.8939,0,8.45509e+09,
56,1,25.355,25.4976,2,23.89,23.434,3,33.915,33.9283,0,8.45443e+09,
59,1,25.425,25.5917,2,23.7,23.8127,3,33.93,33.9334,0,8.45746e+09,
62,1,25.59,25.7173,2,23.715,24.3568,3,33.93,34.0129,0,8.46016e+09,
65,1,25.645,25.682,2,23.835,24.4679,3,34.015,34.37,0,8.46295e+09,
68,1,25.67,25.8009,2,24.205,25.1762,3,34.04,34.7353,0,8.46579e+09,
72,1,25.78,26.1999,2,24.455,24.7141,3,34.04,35.1063,0,8.46873e+09,
75,1,26.145,26.3463,2,24.5,24.7763,3,34.45,34.8425,0,8.47093e+09,
78,1,26.295,26.3765,2,24.695,24.7407,3,34.545,34.6234,0,8.47354e+09,
82,1,26.335,26.3858,2,24.265,24.1886,3,34.59,34.9106,0,8.47665e+09,
85,1,26.365,26.2748,2,24.23,23.9904,3,34.61,35.3413,0,8.47837e+09,
88,1,26.345,26.4109,2,24.185,24.023,3,34.84,35.2793,0,8.48098e+09,
91,1,26.4,26.6395,2,24.115,23.9638,3,35.155,35.2781,0,8.48409e+09,
94,1,26.575,26.9486,2,24.045,24.9783,3,34.64,34.8921,0,8.48602e+09,
96,1,26.92,27.0743,2,24.235,24.6679,3,34.695,34.9316,0,8.48828e+09,
99,1,26.965,27.2198,2,24.315,24.6779,3,34.735,34.9373,0,8.49096e+09,
102,1,27.045,27.5065,2,24.485,24.7146,3,34.805,34.9452,0,8.49366e+09,
105,1,27.395,27.7127,2,24.555,24.4882,3,34.88,35.1525,0,8.49634e+09,
108,1,27.71,27.7551,2,24.5,24.4308,3,35.01,35.0367,0,8.49918e+09,
111,1,27.73,27.5264,2,24.53,24.5252,3,35.02,34.9846,0,8.50007e+09,
114,1,27.695,27.0322,2,24.505,23.9879,3,34.995,34.5114,0,8.50261e+09,
117,1,27.275,26.775,2,24.12,23.931,3,34.965,33.9999,0,8.50588e+09,
120,1,26.835,26.7186,2,24.095,23.8535,3,34.59,33.5617,0,8.50874e+09,
123,1,26.715,26.5244,2,23.87,23.7134,3,34.495,33.2696,0,8.51167e+09,
126,1,26.69,26.7337,2,23.9,24.0299,3,33.39,33.1393,0,8.51478e+09,
130,1,26.72,27.2623,2,23.93,24.0993,3,33.355,33.1371,0,8.51473e+09,
133,1,27.065,27.5959,2,23.995,24.6208,3,33.34,33.354,0,8.51756e+09,
137,1,27.415,27.6075,2,24.125,24.1861,3,33.35,33.5889,0,8.52088e+09,
141,1,27.46,27.7521,2,24.175,24.2684,3,33.37,33.8362,0,8.52427e+09,
145,1,27.655,27.9571,2,24.2,24.3683,3,33.425,34.2215,0,8.52743e+09,
148,1,27.755,28.2258,2,24.34,25.2278,3,33.95,34.1734,0,8.53014e+09,
152,1,28.085,28.7145,2,25.105,25.7618,3,33.97,34.3782,0,8.53351e+09,
155,1,28.425,28.6062,2,25.215,25.2965,3,33.97,34.3837,0,8.53685e+09,
